id,titulo,trecho,classe_dono,classe_gold,decisao
373886,Painel reúne dados sobre ações da Fazenda Nacional,"Mais de 2,5 milhões de processos pendentes na Justiça atualmente são de ações propostas pela Fazenda Nacional. O dado consta do Painel de Monitoramento das Ações Judiciais da Fazenda Nacional , lançado pelo Conselho Nacional de Justiça (CNJ). A ferramenta traz dados detalhados, que poderão contribuir com o desenvolvimento de estratégias de tratamento dos processos. A partir das informações contida",Transparência,Execuções fiscais,
378732,Sistema da Justiça Federal permite planejamento estratégico e eficiência na formação judicial,"A Justiça Federal deu mais um importante passo rumo à modernização e à integração institucional. Na terça-feira (8/7), foi lançado oficialmente o Sistema Nacional de Escolas da Justiça Federal (Sinemaf), plataforma que reúne, em um único ambiente digital, os cursos e os eventos promovidos pelo Centro de Estudos Judiciários do Conselho da Justiça Federal (CEJ/CJF) e pelas seis Escolas da Magistratu",Institucional / Gestão,Inovação,
410263,Decisão do CNJ mantém direitos de servidores do TJPA sobre licença médica,"O Conselho Nacional de Justiça (CNJ) decidiu, por unanimidade, acolher os pedidos e anular as Portarias 3455/2025 e 02/2025 do Tribunal de Justiça do Pará (TJPA), que suspendiam a Gratificação de Atividade Externa (GAE) e o rateio das diligências para servidores em licença para tratamento de saúde ou por doença em pessoa da família por mais de 60 dias. Ao aprovar integralmente o voto do conselheir",Institucional / Gestão,Processos disciplinares,
403599,Programa do CNJ na TV Justiça estreia novo formato nesta quinta-feira (5/2),"A partir desta quinta-feira (5/2), o programa do Conselho Nacional de Justiça (CNJ) na TV Justiça passa a contar com um novo formato. Agora, as políticas judiciárias implementadas em todo o país ganham ainda mais visibilidade dentro do Repórter Justiça, programa exibido semanalmente na emissora às quintas-feiras, às 20h, com reprises às segundas-feiras, também às 20h, e aos domingos, às 11h30. No ",Institucional / Gestão,Inovação,
356125,Resoluções aprovadas em 2024 aprofundam atuação da Justiça em tecnologia e direitos humanos,"Ao longo de 2024, o Conselho Nacional de Justiça (CNJ) aprovou 62 resoluções que abrangem a criação de novas políticas judiciárias, o estabelecimento de diretrizes para programas e projetos já existentes e eventuais adequações a fim de atender a legislação vigente. Esses normativos zelaram, sobretudo, pela evolução do Poder Judiciário em relação à responsabilidade social e às necessidades das pess",Institucional / Gestão,Direitos humanos / Corte IDH,
374399,"Em bate-papo com Barroso, influenciadores digitais visitam CNJ e conhecem atribuições da instituição","Nesta quinta-feira (5/6), um grupo de dez criadores de conteúdo digital de todo o Brasil visitou a sede do Conselho Nacional de Justiça (CNJ), em Brasília, para conhecer o órgão e aprender mais sobre a atuação da instituição e do Poder Judiciário. A atividade faz parte do projeto Diálogos com o Poder, criado a partir de parceria entre a organização Redes Cordiais e o YouTube para aproximar os Três",Institucional / Gestão,Inovação,
360996,Justiça do DF realiza mais de 65 mil atendimentos nos Pontos de Inclusão Digital,"O Tribunal de Justiça do Distrito Federal e dos Territórios (TJDFT) realizou, em 2024, 65.315 atendimentos nos Pontos de Inclusão Digital (PID). Eles oferecem os serviços digitais assistidos (SDA) e as salas passivas de videoconferência. Em um ano, foram realizados 48.483 atendimentos no Serviço Digital Assistido e 18.832 atendimentos nas Salas Passivas. Os suportes estão presentes em 19 fóruns e ",Justiça Itinerante / cidadania,Inovação,
357464,Justiça Federal da 1.ª Região cria modelo para facilitar o entendimento de documentos judiciais,"Para ampliar o acesso à Justiça e favorecer a compreensão de documentos judiciais, o Tribunal Regional Federal da 1.ª Região (TRF-1) concluiu e aprovou a versão final do “Mandado de Intimação para Regularização da Representação Processual”, o primeiro modelo desenvolvido do projeto “Mandado Simples”. Para a supervisora da Seção de Suporte à Gestão Judiciária (Sesuj) e gerente do projeto, Adriana S",Linguagem simples,Institucional / Gestão,
362586,Jovem com síndrome de Down realiza sonho de se tornar policial por um dia no Tribunal do Trabalho da 14ª Região,"Daniel Nunes da Silva, jovem com síndrome de Down, realizou o sonho de ser policial por um dia. Funcionário terceirizado do Tribunal Regional do Trabalho da 14ª Região (RO/AC), onde trabalha como servente de limpeza, Daniel participou de uma ação inclusiva promovida pela Polícia Judicial do TRT-14, com autorização do Conselho Nacional de Justiça (CNJ). A iniciativa ocorreu durante uma festa surpre",Inclusão PCDs,Institucional / Gestão,
357212,Tribunais de Roraima e do Amazonas reforçam parceria para atender a comunidades indígenas,"O desembargador Erick Linhares, atual ouvidor-geral de justiça e eleito corregedor-geral de justiça de Roraima para o biênio 2025/2027, reuniu-se com o corregedor-geral de justiça do Amazonas eleito para o biênio 2025/2027, desembargador José Hamilton Saraiva dos Santos, para alinhar ações conjuntas voltadas às comunidades indígenas na fronteira entre os dois estados. Desde 2017, os tribunais de j",Direitos humanos / Corte IDH,Justiça Itinerante / cidadania,
401818,TRE-PI amplia acesso à cidadania com calendário de atendimentos descentralizados,"Com foco no fechamento do cadastro eleitoral, a Justiça Eleitoral itinerante do Tribunal Regional Eleitoral do Piauí (TRE-PI) percorre municípios e bairros para facilitar a regularização de eleitores antes do prazo de 6 de maio. O esforço pretende garantir que todo cidadão piauiense exerça o seu direito ao voto. O atendimento descentralizado busca levar os serviços essenciais da Justiça Eleitoral ",Justiça Eleitoral,Justiça Itinerante / cidadania,
378727,Tribunal do Distrito Federal implanta novo painel de sessão virtual,"O Tribunal de Justiça do Distrito Federal e dos Territórios (TJDFT) implantou o Plenário Virtual para que advogados, advogadas, jurisdicionados e jurisdicionadas possam acompanhar, em tempo real, as sessões de julgamento virtuais. O painel foi implantado no dia 30 de junho e segue as diretrizes Resolução n. 591/2024, do Conselho Nacional de Justiça (CNJ) . A grande inovação da solução é a publiciz",Transparência,Inovação,
384706,Corte do RS reforça compromisso com liberdade religiosa em encontro com povos de terreiro,"A Ouvidoria da Mulher, das Pessoas LGBTQIAPN+ e das Pessoas em Situação de Vulnerabilidade do Tribunal de Justiça do Rio Grande do Sul (TJRS) recebeu a visita de representantes de povos de terreiro, em um encontro marcado pelo diálogo, pela escuta e pela valorização da diversidade cultural e religiosa. A atividade foi realizada em parceria com a Ouvidoria-Geral da Defensoria Pública do RS e com o ",Direitos humanos / Corte IDH,LGBTQIA+,
381824,Ação inédita usa técnica da Justiça Restaurativa em presídio feminino de Ponta Porã (MS),"O Tribunal de Justiça de Mato Grosso do Sul, por meio da Secretaria do Núcleo Permanente de Métodos Consensuais de Solução de Conflitos (Nupemec) e da Justiça Restaurativa, colocou em prática o projeto de Justiça Restaurativa em unidades prisionais de MS. Esta é a primeira iniciativa realizada no estado e foi idealizada pela juíza Thielly Dias de Alencar Pitthan, titular da 1.ª Vara Criminal de Po",Conciliação e mediação,Sistema prisional,
401860,Programa Justiça 4.0 capacita mais de 4 mil pessoas em 2025,"O Programa Justiça 4.0 capacitou 4.339 pessoas em 41 cursos autoinstrucionais e seis síncronos, ofertados a servidoras e servidores do Judiciário, magistradas e magistrados e sociedade em geral, durante todo o ano passado. Foi a primeira vez que as capacitações atraíram mais o público externo, responsável por metade das pessoas certificadas em 2025. O juiz auxiliar da Presidência do Conselho Nacio",IA / Justiça 4.0,Institucional / Gestão,
405837,"Trabalhadores, entidades e acadêmicos contribuirão para política judiciária pelo trabalho decente","A elaboração da Política Judiciária Nacional de Promoção do Trabalho Decente será construída a muitas mãos. O trabalho teve início nessa segunda-feira (2/3), durante a reunião de instalação do Observatório do Trabalho Decente do Poder Judiciário (OTD) . No plenário do Conselho Nacional de Justiça (CNJ), o presidente do órgão, ministro Edson Fachin, ao lado do presidente do Tribunal Superior do Tra",Direitos humanos / Corte IDH,Institucional / Gestão,
414066,Justiça Estadual ultrapassa 1 milhão de atos processuais em 2026,"Nos primeiros cinco meses de 2026, o Tribunal de Justiça de Pernambuco (TJPE) já realizou mais de 1 milhão de atos processuais. O número é do Decisômetro, ferramenta tecnológica criada para permitir que a população acompanhe a produtividade do Judiciário estadual. Até a manhã desta quarta-feira (20/5), foram 260.816 decisões, 416.825 despachos e 153.100 julgamentos no 1º Grau; 21.497 decisões, 72.",Transparência,IA / Justiça 4.0,
410700,Programa do TRT da 10ª Região leva informação trabalhista às ruas de Brasília,"O Tribunal Regional do Trabalho da 10ª Região (DF/TO) lançou o programa “TRT-10 com você”, uma iniciativa voltada à aproximação entre a Justiça do Trabalho e a sociedade. O primeiro episódio, gravado na Esplanada dos Ministérios, marca o início de uma proposta que leva informação jurídica acessível diretamente ao cidadão. Com formato dinâmico e linguagem simples, o programa parte de dúvidas da pop",Justiça Itinerante / cidadania,Linguagem simples,
375717,Tribunal catarinense edita norma das audiências concentradas do sistema socioeducativo,"O Tribunal de Justiça de Santa Catarina (TJSC), por meio do Grupo de Monitoramento e Fiscalização do Sistema Prisional e Socioeducativo e do Núcleo de Direitos Humanos da Corregedoria-Geral da Justiça (Núcleo V), promoveu a edição da Resolução Conjunta GP/CGJ n. 11/2025, que aperfeiçoa a regulamentação das audiências concentradas no estado. A normativa estabelece diretrizes e procedimentos mais de",Socioeducativo,Direitos humanos / Corte IDH,
391065,Conselheiro do CNJ fala sobre precarização do trabalho em encontro sobre acesso à Justiça,"O presidente da Comissão Permanente de Democratização e Aperfeiçoamento dos Serviços Judiciários do Conselho Nacional de Justiça (CNJ), conselheiro Guilherme Feliciano, ressaltou o papel do Poder Judiciário nas novas formas de organização do trabalho, ao participar do Encontro Nacional de Democratização do Acesso à Justiça, aberto nesta quarta-feira (8/10) pelo Ministério da Justiça e Segurança Pú",Direitos humanos / Corte IDH,Institucional / Gestão,
400765,"Projeto sobre combate ao trabalho escravo atendeu a mais de 2,6 mil pessoas em 2025","O projeto Caminhos da Liberdade, coordenado pelo Tribunal Regional do Trabalho da 16ª Região (TRT-16), no Maranhão, atendeu a 2.658 pessoas em 15 cidades. Foram realizadas palestras e rodas de conversas para estudantes quilombolas da educação de jovens e adultos do ensino médio e a comunidade em geral, incluindo guias de turismo e outros profissionais. Além da Capital, São Luís, as cidades de Barr",Trabalho escravo / tráfico,Equidade racial,
416560,CNJ articula ações com a advocacia para acelerar desjudicialização e simplificar acesso à Justiça,"O Conselho Nacional de Justiça (CNJ) sediou uma reunião, na quarta-feira (10/6), para debater os principais entraves à expansão da desjudicialização no Brasil e traçar mecanismos que ampliem o acesso da população a soluções extrajudiciais mais céleres. Os conselheiros Marcello Terto e Rodrigo Badaró receberam representantes da advocacia de todas as regiões do país com o objetivo de alinhar medidas",Litigância / ações coletivas,Institucional / Gestão,
384163,Corregedoria do Mato Grosso orienta cartórios sobre registro civil com respeito à cultura indígena,"A Corregedoria-Geral da Justiça de Mato Grosso (CGJ-MT) lançou material orientativo para cartórios e comunidades indígenas acerca da Resolução Conjunta CNJ/CNMP n. 12/2024 , que trouxe mudanças no registro civil de nascimento de pessoas indígenas. A norma garante aos povos indígenas o direito de registrar seus nomes conforme sua cultura, incluindo etnia, clã, território de origem e língua indígena",Direitos humanos / Corte IDH,Corregedoria / Inspeção,
367127,Conciliação itinerante: projeto de tribunal maranhense realiza mais de 400 audiências,"O Núcleo Permanente de Métodos Consensuais de Solução de Conflitos (Nupemec/TJMA) divulgou resultado dos trabalhos desenvolvidos pelo projeto Conciliação Itinerante no período de 31 de março a 4 de abril, com atendimentos à população dos municípios de Chapadinha, Itapecuru-Mirim, Miranda do Norte, e Anajatuba. Foram realizadas 461 audiências com 53% de índice de acordos homologados e um total de R",Conciliação e mediação,Justiça Itinerante / cidadania,
380338,Tráfico de pessoas e trabalho análogo à escravidão exigem respostas articuladas,"Teve início, nesta terça-feira (29/7), o 2.º Encontro Nacional do Fórum Nacional do Poder Judiciário para o Combate ao Trabalho em Condições Análogas à de Escravo e ao Tráfico de Pessoas (Fontet) , promovido pelo Conselho Nacional de Justiça (CNJ). O evento, que segue até esta quarta-feira (30/7), acontece em São Luís (MA) e reúne representantes dos comitês estaduais e regionais do fórum para troc",Trabalho escravo / tráfico,Direitos humanos / Corte IDH,
361837,Programa Justiça Restaurativa na Escola no Mato Grosso do Sul ganha reforço do MP em 2025,"O Tribunal de Justiça de Mato Grosso do Sul (TJMS), o Ministério Público Estadual e o Executivo Estadual realizaram a primeira reunião de 2025 para alinhar as ações do Programa Justiça Restaurativa na Escola. O encontro ocorreu na Coordenadoria da Infância e da Juventude (CIJ) do TJMS. Dentre as ações previstas está a realização de Círculos de Construção de Paz com toda a comunidade escolar (gesto",Conciliação e mediação,Infância e juventude,
410428,Cejusc de Afogados da Ingazeira (PE) abre vagas para Mutirão de Conciliação em ações de família,"O Centro Judiciário de Solução de Conflitos e Cidadania (Cejusc) do Tribunal de Justiça de Pernambuco (TJPE) está com vagas abertas para as Pautas Concentradas do primeiro semestre de 2026 na comarca de Afogados da Ingazeira. A iniciativa tem como objetivo ampliar o acesso da população à resolução consensual de conflitos, além de contribuir para a redução do acervo processual no Judiciário. O muti",Conciliação e mediação,Institucional / Gestão,
393867,"Em combate ao golpe do falso advogado, CNJ inicia autenticação em dois fatores para usuários do PJe","A partir de segunda-feira (3/11), os usuários externos — advogados, partes e demais interessados — que acessarem os serviços da Justiça por meio do Processo Judicial eletrônico (PJe) terão de realizar o duplo fator de autenticação (MFA — Multi-Factor Authentication). A medida foi implementada pelo Conselho Nacional de Justiça (CNJ) como forma de aprimorar a segurança no acesso aos sistemas judicia",IA / Justiça 4.0,Inovação,
363262,Estão abertas as inscrições do Congresso Internacional de Juizados Especiais,"A Escola da Magistratura do Estado de Rondônia (Emeron) promove, nos dias 24 e 25 de abril, o Congresso Internacional de Juizados Especiais, um evento que reunirá magistrados, magistradas, especialistas e servidores e servidoras da Justiça para debater soluções inovadoras e estratégias voltadas à modernização do Sistema Judiciário. O evento ocorrerá em Porto Velho e as inscrições já estão abertas ",Institucional / Gestão,Inovação,
384242,Comissões de soluções fundiárias iniciam diálogo para mediação em terra indígena em RO,A Comissão Nacional de Soluções Fundiárias do Conselho Nacional de Justiça (CNJ) e as Comissões Regionais de Soluções Fundiárias do Tribunal de Justiça de Rondônia (TJRO) e do Tribunal Regional Federal da 1.ª Região (TRF-1) iniciaram tratativas em busca de uma solução consensual no caso envolvendo sobreposição na Terra Indígena Uru-Eu-Wau-Wau com lotes do Projeto de Assentamento Dirigido Burareiro,Conflitos fundiários,Regularização fundiária,
404994,CNJ e TRF-1 pedem reforço de segurança ao Ministério da Justiça em conflito fundiário no extremo sul da Bahia,"Representantes do Conselho Nacional de Justiça (CNJ) e da Comissão Regional de Soluções Fundiárias do Tribunal Regional Federal se reuniram na tarde desta quinta-feira (19) com o ministro da justiça e segurança pública, Wellington César Lima e Silva, para pedir reforço no contingente da Força Nacional de Segurança Pública em área de conflito fundiário no extremo sul baiano. Os agentes já atuam na ",Conflitos fundiários,Regularização fundiária,
381239,CriptoJud: novo sistema possibilita consulta on-line da posse de criptoativos por devedores,"O cumprimento de ordens judiciais para a busca de bens do devedor, relacionado a criptoativos, passará a ser feito por meio de um sistema integrado que facilita a localização. Trata-se do CriptoJud, lançado pelo presidente do Conselho Nacional de Justiça (CNJ), ministro Luís Roberto Barroso, na tarde desta terça-feira (5/8), durante a 10.ª Sessão Ordinária de 2025. O ministro lembrou que, atualmen",IA / Justiça 4.0,Inovação,
379520,Nota técnica destaca legitimidade de protocolo de julgamento com perspectiva de gênero,"O Plenário do Conselho Nacional de Justiça (CNJ) aprovou, por unanimidade, nesta sexta-feira (18/7), nota técnica sobre o Protocolo para Julgamento com Perspectiva de Gênero a ser enviada à Câmara dos Deputados. O documento esclarece questões levantadas no Projeto de Decreto Legislativo (PDL) n. 89/2023, que tramita na Comissão de Constituição e Justiça e Cidadania daquela Casa. A proposta legisla",Participação feminina,Justiça Itinerante / cidadania,
376461,Articulação da Rede de Inteligência impulsiona atuação estratégica da Justiça,"Diante do cenário de crescente aumento dos processos que chegam à Justiça, a inovação é um dos caminhos a serem usados para agilizar as respostas à sociedade. A observação foi feita pela coordenadora do Laboratório de Inovação e Objetivos de Desenvolvimento Sustentável (Liods/CNJ), conselheira Daniela Madeira, na abertura do I Encontro Nacional da Rede de Inteligência do Poder Judiciário , realiza",Inovação,IA / Justiça 4.0,
390879,Comarca de Teófilo Otoni (MG) recebe Cejusc Itinerante,"O Centro Judiciário de Solução de Conflitos e Cidadania (Cejusc) da Comarca de Teófilo Otoni, no Vale do Mucuri, com apoio da 3ª Vice-Presidência do Tribunal de Justiça de Minas Gerais (TJMG), realizou, na última quinta-feira (2/10), mais uma etapa do projeto Cejusc Itinerante. A ação ocorreu na Escola Municipal Inácio Pereira Guimarães, no Distrito de Brejão. O objetivo do projeto é ampliar o ace",Conciliação e mediação,Justiça Itinerante / cidadania,
388171,Plano Pena Justa e justiça juvenil foram temas prioritários na gestão Barroso,"O programa Fazendo Justiça encerrou o biênio com avanços que contribuem com a agenda da segurança pública sob uma perspectiva de dignidade, inclusão e desenvolvimento. Resultado de 30 ações simultâneas para as diferentes etapas do ciclo penal e do ciclo socioeducativo, essas entregas estão reunidas em relatório lançado pelo ministro Luís Roberto Barroso na terça-feira (23/9), com os resultados de ",Sistema prisional,Socioeducativo,
408300,Provimento fixa regras nacionais para gestão e divulgação de vagas em cartórios,"O Conselho Nacional de Justiça (CNJ) publicou, nesta segunda-feira (23/3), novas regras para gestão e divulgação das vagas em cartórios (chamadas de serventias extrajudiciais) em todo o Brasil. A medida busca padronizar procedimentos, aumentar a transparência e reduzir dúvidas sobre como essas vacâncias são administradas e preenchidas. As mudanças estão previstas no Provimento CNJ n. 219 de 20 de ",Corregedoria / Inspeção,Institucional / Gestão,
391476,Manual orienta Judiciário na garantia de direitos de comunidades quilombolas,O Conselho Nacional de Justiça (CNJ) lançou publicação que reúne diretrizes e procedimentos para garantir o acesso à Justiça por pessoas e comunidades quilombolas. O Manual de Implementação da Resolução CNJ n. 599/2024 marca a consolidação da Política Judiciária Nacional de Atenção às Comunidades Quilombolas e reafirma o compromisso com a equidade racial e a reparação histórica. O documento orient,Direitos humanos / Corte IDH,Equidade racial,
391106,"CNJ recebe, até o dia 18, contribuições sobre consulta prévia a indígenas e comunidades tradicionais","Encerra-se, no dia 18 de outubro, o prazo para o envio de contribuições à minuta de resolução do Conselho Nacional de Justiça (CNJ), que estabelece diretrizes para garantir o direito à Consulta Livre, Prévia e Informada (CLPI) de povos indígenas, comunidades quilombolas e tradicionais. A CLPI é um direito previsto na Constituição Federal e na Convenção 169 da Organização Internacional do Trabalho ",Direitos humanos / Corte IDH,Equidade racial,
364779,Justiça Itinerante leva cidadania à população LGBTQIAPN+ na Central do Brasil,"Realizada. Foi assim que a transexual Luma Marques, de 23 anos, se sentiu nesta quarta-feira (19/3) após conquistar a tão esperada requalificação civil de nome e gênero. Ela e outras 130 pessoas trans e não-binárias conseguiram mudar o registro civil no primeiro mutirão de Requalificação Civil deste ano voltado para a população LGBTQIAPN+, promovido pelo projeto Justiça Itinerante do Tribunal de J",LGBTQIA+,Justiça Itinerante / cidadania,
365487,CNJ declara nulo dispositivo de resolução do TJSC sobre parcelamento de precatórios,"O Plenário do Conselho Nacional de Justiça (CNJ), por unanimidade, julgou parcialmente procedente o pedido formulado pelo município de Tijucas (SC) e declarou nulidade de dispositivo da Resolução n. 9/2021 do Tribunal de Justiça de Santa Catarina (TJSC), por meio do qual indeferiu parcelamento dos precatórios proposto pelo requerente. A decisão foi tomada na 4.ª Sessão Ordinária de 2025, realizada",Precatórios,Institucional / Gestão,
393107,Diálogos entre Justiças reforça integração entre ramos do Judiciário,"Reunir diferentes ramos da Justiça para pensarem juntos os desafios do país sobre crime organizado e provas digitais foi o propósito do seminário Diálogos entre Justiças, realizado em Belo Horizonte (MG) nos dias 22 e 23 de outubro. Integrantes da magistratura e representantes de outras instituições do sistema de justiça trocaram experiências e discutiram como a união de esforços pode tornar a Jus",Institucional / Gestão,Sistema prisional,
399720,Especialistas e sociedade podem propor soluções para desafios do Poder Judiciário,"Especialistas, instituições e cidadãos interessados em contribuir com soluções para desafios enfrentados pelo Poder Judiciário nos temas Previdenciário, Execuções Fiscais e Direito do Consumidor podem participar de consulta pública aberta pelo Conselho Nacional de Justiça (CNJ). Para tanto, o Conselho Consultivo do CNJ (CC-CNJ) publicou, nesta sexta-feira (19/12), três editais acadêmicos que orien",Institucional / Gestão,Execuções fiscais,
368996,Evento no Tribunal Regional Federal da 3.ª Região valoriza arte do povo da rua,"O Conselho Nacional de Justiça (CNJ), em parceria com o Tribunal Regional Federal da 3.ª Região (TRF-3) e a Defensoria Pública do Estado de São Paulo (DPE/SP), realiza, nos dias 24 e 25 de abril, das 16h às 19h, o evento “A arte do povo da rua”. A iniciativa irá apresentar palestras, atividades culturais, exposição de arte temporária e itinerante, com foco em temas urgentes que envolvem pessoas em",PopRuaJud,Institucional / Gestão,
388037,Tribunal paulista leva Programa de Inclusão Político-Eleitoral a aldeia indígena em Peruíbe,"Na última sexta-feira (19/9), o Tribunal Regional Eleitoral de São Paulo (TRE-SP) realizou mais uma etapa do Programa de Inclusão Político-Eleitoral . A iniciativa, que reforça o compromisso da Justiça Eleitoral com a cidadania e a participação democrática, desta vez visitou a Aldeia Tabaçu Rekoypy, em Peruíbe. A comunidade indígena, localizada na Terra Indígena Piaçaguera, está na área de atuação",Justiça Eleitoral,Justiça Itinerante / cidadania,
